0.000000000000000000e+00,-1.628375532456817432e+00,-1.396017082107065210e+00,-1.702006316616373027e+00,-3.106770462866967009e+00,-8.342271123450082371e-01,-7.481870670922363686e-02,0.000000000000000000e+00
2.000000000000000042e-03,-1.619204933071152874e+00,-1.396888271708967677e+00,-1.700065380448636088e+00,-3.107189083679819941e+00,-8.250846845142073560e-01,-7.578797135958856290e-02,0.000000000000000000e+00
4.000000000000000083e-03,-1.610175010572160170e+00,-1.397925781961189884e+00,-1.698022284871545828e+00,-3.107527352324618963e+00,-8.160831920741781209e-01,-7.676669838116502442e-02,0.000000000000000000e+00
6.000000000000000125e-03,-1.601236173894451387e+00,-1.399068552595529091e+00,-1.695893737162474046e+00,-3.107834914370044999e+00,-8.071729813802168696e-01,-7.775203365258841204e-02,0.000000000000000000e+00
8.000000000000000167e-03,-1.592388985376672839e+00,-1.400316091010797903e+00,-1.693679784348581130e+00,-3.108112223574516442e+00,-7.983546111740125184e-01,-7.874396201576001897e-02,0.000000000000000000e+00
1.000000000000000021e-02,-1.583634295988006535e+00,-1.401667698321074740e+00,-1.691380556691708170e+00,-3.108359909969902635e+00,-7.896289313905529017e-01,-7.974244655886812694e-02,0.000000000000000000e+00
1.200000000000000025e-02,-1.574972864187507593e+00,-1.403122630894804157e+00,-1.688996188137545706e+00,-3.108578649405628447e+00,-7.809966993624246623e-01,-8.074744743969657079e-02,0.000000000000000000e+00
1.400000000000000029e-02,-1.566405362297927040e+00,-1.404680107290924518e+00,-1.686526811516260382e+00,-3.108769160755267880e+00,-7.724585862138408920e-01,-8.175892232837042584e-02,0.000000000000000000e+00
1.600000000000000033e-02,-1.557932377682033964e+00,-1.406339310043367874e+00,-1.683972558250348195e+00,-3.108932204284836853e+00,-7.640151780397446135e-01,-8.277682649200715503e-02,0.000000000000000000e+00
1.800000000000000211e-02,-1.549554414080011489e+00,-1.408099387522618873e+00,-1.681333558042793719e+00,-3.109068579953675027e+00,-7.556669772457770273e-01,-8.380111288359115562e-02,0.000000000000000000e+00
2.000000000000000042e-02,-1.541271893116657354e+00,-1.409959455842488829e+00,-1.678609938560150727e+00,-3.109179125670165966e+00,-7.474144040581366388e-01,-8.483173223390691464e-02,0.000000000000000000e+00
2.199999999999999872e-02,-1.533085155966026125e+00,-1.411918600804385360e+00,-1.675801825111004062e+00,-3.109264715510266619e+00,-7.392577981909623785e-01,-8.586863314610733433e-02,0.000000000000000000e+00
2.400000000000000050e-02,-1.524994465161274126e+00,-1.413975879871739449e+00,-1.672909340319916449e+00,-3.109326257906743773e+00,-7.311974206589761938e-01,-8.691176219251704749e-02,0.000000000000000000e+00
2.600000000000000228e-02,-1.517000006537238432e+00,-1.416130324167415022e+00,-1.669932603796944193e+00,-3.109364693816879743e+00,-7.232334557229184169e-01,-8.796106401326957147e-02,0.000000000000000000e+00
2.800000000000000058e-02,-1.509101891293137099e+00,-1.418380940487060426e+00,-1.666871731802757717e+00,-3.109380994876313142e+00,-7.153660129551432378e-01,-8.901648141638544842e-02,0.000000000000000000e+00
